Material,Matl-Comp,Package Size,4.4 MSU转换,FormulaName,Type,Note,SUF,Brand,Seg
80895891,21309204,530,3664.223851,SHM BC189H,Non AD shampoo,BC189H A17NP2020G10 NaBz 1.1% ROW PTN,1.2008,PTN,HKTW
80895892,21314762,530,3664.223851,SHM BC189H,Non AD shampoo,BC189H A17NP2020G10 NaBz 1.1% ROW PTN,1.2008,PTN,HKTW
80895890,21325680,530,3664.223851,SHM BC189T,Non AD shampoo,BC189H A17NP2020G10 NaBz 1.1% ROW PTN,1.2008,PTN,HKTW
80880191,21406943,200,2427.452278,SHM GH140OT,PO shampoo,BC189H A17NP2020G10 NaBz 1.1% ROW PTN,1.8126,EC,On going
80880197,21406943,400,2427.452278,SHM GH140OT,PO shampoo,BC189H A17NP2020G10 NaBz 1.1% ROW PTN,1.8126,EC,On going
21474823,21413813,400,28277.63496,COND BC840S75,Non AD conditioner,BC840S75-24 1TAS NaBz 0.7Mont Blanc RJ,0.1556,EC,PACK
21447907,21411939,400,29119.78822,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.65FL RJ,0.1511,EC,PACK
80883613,21411939,400,2427.452278,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.65FL RJ,1.8126,EC,On going
80864354,21326292,290,6499.261448,SHM BC188S,PO shampoo,BC188 R+1B40S06 0.8PO 1.6SKM PCH,0.677,PTN,HKTW
80832025,21166098,600,3236.722083,SHM BC177N,PO shampoo,BC177N G1XJ151000 o0.3 0.6SunnyCitrus RJ,1.3594,EC,HKTW
80881081,21394242,200,4713.444028,COND BC840S75,Non AD conditioner,BC840 S75-24 1TAS NaBz 0.7Mont Blanc RJ,0.9335,EC,On going
80883599,21432367,400,2427.452278,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.6SC RJ,1.8126,EC,On going
80881082,21394242,400,4713.444028,COND BC840S75,Non AD conditioner,BC840 S75-24 1TAS NaBz 0.7Mont Blanc RJ,0.9335,EC,On going
80883596,21413813,400,4713.444028,COND BC840S75,Non AD conditioner,BC840S75-24 1TAS NaBz 0.7Mont Blanc RJ,0.9335,EC,PACK
83900169,21461837,80,6068.965517,SHM GH140OT,PO shampoo,GH140A B3X4000 0.5PO 1.7A 1.3DPT 0.3M,0.725,HS,FGOI
83900171,21461837,360,2697.235334,SHM GH140OT,PO shampoo,GH140A B3X4000 0.5PO 1.7A 1.3DPT 0.3M,1.6313,HS,On going
80880201,21406943,1000,1942.004678,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO NaBz 0.7JA,2.2657,EC,On going
21461977,21427069,400,29119.78822,SHM BC198O,Non AD shampoo,BC198G O1RP1510S125 NaSal 0.7MB,0.1511,EC,PACK
21457337,21406943,400,29119.78822,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO NaBz 0.7JA,0.1511,EC,PACK
21462614,21413813,200,56555.26992,COND BC840S75,Non AD conditioner,BC840S75-24 1TAS NaBz 0.7Mont Blanc RJ,0.0778,EC,PACK
80880199,21406943,930,2088.178065,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO NaBz 0.7JA,2.1071,EC,GBU
80883591,21411939,930,2088.178065,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.65FL RJ,2.1071,EC,GBU
80883602,21427069,200,2427.452278,SHM BC198O,Non AD shampoo,BC198G O1RP1510S125 NaSal 0.7MB,1.8126,EC,On going
80880193,21406943,500,1942.004678,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO NaBz 0.7JA,2.2657,EC,On going
80883616,21413813,750,2513.854768,COND BC840S75,Non AD conditioner,BC840S75-24 1TAS NaBz 0.7Mont Blanc RJ,1.7503,EC,On going
80883621,21427069,930,2088.178065,SHM BC198O,Non AD shampoo,BC198G O1RP1510S125 NaSal 0.7MB,2.1071,EC,GBU
80883614,21427069,400,2427.452278,SHM BC198O,Non AD shampoo,BC198G O1RP1510S125 NaSal 0.7MB,1.8126,EC,On going
21448523,21411939,600,19417.47573,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.65FL RJ,0.2266,EC,PACK
21461976,21406943,500,23305.08475,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO NaBz 0.7JA,0.1888,EC,On going
83911877,21493506,600,1618.301519,SHM GH140OT,PO shampoo,GH140o T D2N20S10 0.3PO NaBz 1.0GBG,2.7189,EC,On going
83911878,21493506,1000,1942.004678,SHM GH140OT,PO shampoo,GH140o T D2N20S10 0.3PO NaBz 1.0GBG,2.2657,EC,On going
21448527,21406943,520,22403.25866,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO NaBz 0.7JA,0.1964,EC,PACK
21470300,21411939,520,22403.25866,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.65FL RJ,0.1964,EC,PACK
83905388,21461837,650,1493.804108,SHM GH140OT,PO shampoo,GH140A B3X4000 0.5PO 1.7A 1.3DPT 0.3M,2.9455,HS,HKTW
80883608,21411939,1000,1942.004678,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.65FL RJ,2.2657,EC,On going
83906908,21448721,70,6734.006734,COND BC840M68,Non AD conditioner,BC840M68-25 1.6TFS 1.7MSW 0.9OP NaBz PTN,0.6534,PNT,On going
83906906,21448721,160,5891.805035,COND BC840M68,Non AD conditioner,BC840M68-25 1.6TFS 1.7MSW 0.9OP NaBz PTN,0.7468,PNT,On going
21390447,21268746,70,161172.1612,COND BC840M68,Non AD conditioner,BC840M68-25 1.6TFS 1.7MSW 0.9Siri PTN,0.0273,PNT,PACK
21506491,21268746,40,282051.2821,COND BC840M68,Non AD conditioner,BC840M68-25 1.6TFS 1.7MSW 0.9Siri PTN,0.0156,PNT,PACK
21511330,21287753,180,62857.14286,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,0.07,PNT,PACK
21516051,21268746,180,62857.14286,COND BC840M68,Non AD conditioner,BC840M68-25 1.6TFS 1.7MSW 0.9Siri PTN,0.07,PNT,PACK
21526088,21287753,40,282051.2821,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,0.0156,PNT,PACK
83906903,21473650,470,2065.921683,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.3PO 0.9OP PNT,2.1298,PNT,On going
83909357,21268746,180,5237.47173,COND BC840M68,Non AD conditioner,BC840M68-25 1.6TFS 1.7MSW 0.9Siri PTN,0.8401,PNT,On going
83909360,21268746,230,4098.742431,COND BC840M68,Non AD conditioner,BC840M68-25 1.6TFS 1.7MSW 0.9Siri PTN,1.0735,PNT,On going
83909361,21287753,40,11783.61007,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,0.3734,PNT,On going
83909363,21287753,70,6734.006734,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,0.6534,PNT,On going
83909364,21350259,160,5891.805035,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9CK,0.7468,PNT,On going
83909368,21268746,70,6734.006734,COND BC840M68,Non AD conditioner,BC840M68-25 1.6TFS 1.7MSW 0.9Siri PTN,0.6534,PNT,On going
83909369,21287753,180,5237.47173,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,0.8401,PNT,On going
83909370,90435008,180,5237.47173,COND BC840M68,Non AD conditioner,BC840M68-25 KTN 4.1TFS 0.75RL PTN,0.8401,PNT,On going
21400053,21263997,470,24070.02188,SHM BC189T,Non AD shampoo,BC189T A20NP1510G05 KTN 1.1Siri PNT,0.1828,PTN,Pack
83909362,21268746,40,11783.61007,COND BC840M68,Non AD conditioner,BC840M68-25 1.6TFS 1.7MSW 0.9Siri PTN,0.3734,PNT,On going
83909367,21287753,230,4098.742431,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,1.0735,PNT,On going
83909358,90435008,40,11783.61007,COND BC840M68,Non AD conditioner,BC840M68-25 KTN 4.1TFS 0.75RL PTN,0.3734,PNT,On going
83902281,21406943,750,2589.301477,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO NaBz 0.7JA,1.6993,EC,HKTW
83909365,21287753,300,3236.722083,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9RL,1.3594,PNT,On going
80883610,21427069,1000,1942.004678,SHM BC198O,Non AD shampoo,BC198G O1RP1510S125 NaSal 0.7MB,2.2657,EC,On going
83911500,21357193,470,2065.921683,SHM BC189H,Non AD shampoo,BC189H A17NKP301015G10S05 1.2CK PNT,2.1298,PTN,On going
83906914,21473859,470,2065.921683,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.3PO 1.1SiriBA PNT,2.1298,PNT,On going
83906904,21459661,300,3236.722083,SHM BC189T,Non AD shampoo,BC189T A20NP1510G05 0.9OP PNT,1.3594,PNT,On going
83906909,21473859,300,3236.722083,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.3PO 1.1SiriBA PNT,1.3594,PNT,On going
21470283,21406943,650,17922.60692,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO NaBz 0.7JA,0.2455,EC,PACK
83901258,21405750,780,2489.673513,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 1.0NK RJ,1.7673,EC,HKTW
21516042,21350259,160,62857.14286,COND BC840M68,Non AD conditioner,BC840M68-25 NaBz 2.1TAS 2FS 0.5Sil 0.9CK,0.07,PNT,pack
83909661,21326292,290,6499.261448,SHM BC188S,PO shampoo,BC188 R+1B40S06 0.8PO 1.6SKM PCH,0.677,PTN,HKTW
83909584,90421251,180,5237,COND BC840M68,Non AD conditioner,BC840M68-25 KTN 4.5TFS 0.75RL PTN,0.8401,PNT,On going
83902276,21432367,750,2589,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.6SC RJ,1.6993,EC,HKTW
83906913,21473650,300,3237,SHM BC177N,PO shampoo,BC177N G1XJ152000 0.3PO 0.9OP PNT,1.3594,PNT,On going
83902287,21406943,750,2589,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO NaBz 0.7JA,1.6993,EC,HKTW
80891038,21493169,470,2066,SHM BC189H,Non AD shampoo,BC189H A17NKP301015G10S05 0.8Redline PNT,2.1298,PNT,On going
80891041,21477439,300,3237,SHM BC189T,Non AD shampoo,BC189T A20NP1510G05 NaBz 1.1Siri PNT,1.3594,PNT,On going
83913958,21297317,40,11784,COND BC840M100,Non AD conditioner,BC840 M100-25 3.0TAS 0.25Slsf NaBz 0.7WR,0.3734,HR,FGOI
83913959,21297317,220,4285,COND BC840M100,Non AD conditioner,BC840 M100-25 3.0TAS 0.25Slsf NaBz 0.7WR,1.0268,HR,On going
83902297,21411939,780,2490,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.65FL RJ,1.7673,EC,HKTW
83902280,21432367,400,2427,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.6SC RJ,1.8126,EC,HKTW
21469016,21406943,200,56555,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO NaBz 0.7JA,0.0778,EC,pack
21469015,21427069,200,56555,SHM BC198O,Non AD shampoo,BC198G O1RP1510S125 NaSal 0.7MB,0.0778,EC,pack
80891039,21493169,300,3237,SHM BC189H,Non AD shampoo,BC189H A17NKP301015G10S05 0.8Redline PNT,1.3594,PNT,On going
83902279,21411939,400,2427,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.65FL RJ,1.813,EC,HKTW
83902298,21427069,780,2490,SHM BC198O,Non AD shampoo,BC198G O1RP1510S125 NaSal 0.7MB,1.767,EC,HKTW
83902293,21432367,780,2490,SHM BC177N,PO shampoo,BC177N G1XJ151000 0.3PO NaSal 0.6SC RJ,1.767,EC,HKTW
83918523,21516102,400,2427,SHM GH140OT,PO shampoo,GH140o T D2N20S08 0.3PO NaBz 1.2MH,1.813,EC,On going
83918521,21506540,600,1618.301519,SHM BC198O,Non AD shampoo,BC198 O1RP1510S125 NaSal 1.0GF,2.7189,EC,On going
83902290,21406943,780,2489.673513,SHM GH140OT,PO shampoo,GH140o T+0.5H D2N20S08 0.3PO NaBz 0.7JA,1.7673,EC,HKTW
21511023,21493169,300,38834.95146,SHM BC189H,Non AD shampoo,BC189H A17NKP301015G10S05 0.8Redline PNT,0.1133,PNT,pack
83929606,21461837,300,3236.722083,SHM GH140OT,PO shampoo,GH140A B3X4000 0.5PO 1.7A 1.3DPT 0.3M,1.3594,HS,On going
83902273,21427069,750,2589.301477,SHM BC198O,Non AD shampoo,BC198G O1RP1510S125 NaSal 0.7MB,1.6993,EC,HKTW
83918527,21506645,500,1942.004678,SHM BC189H,Non AD shampoo,BC189T A20NP1510G05 S08 NaBz 1.0RW,2.2657,EC,On going
